File Name,Energy,Contrast,Correlation,Homogeneity
r0_103_100.jpg,0.3958745006726553,585.8263822569025,0.9756159079307469,0.6247889793501354
r0_107_100.jpg,0.3983318177442602,544.1964526578824,0.9772060767279233,0.6186711395490597
r0_111_100.jpg,0.4075398030477444,527.9901691153884,0.9777878089307825,0.6236745343737902
r0_115_100.jpg,0.4083425401600831,527.2210651974223,0.9777273646060092,0.6260931605613402
r0_119_100.jpg,0.4071146505632276,513.5693041526312,0.9782329357938782,0.6248608178185527
r0_11_100.jpg,0.3255493789170937,528.3484560248821,0.9772872006994958,0.6002550420088857
r0_123_100.jpg,0.4010181897677617,524.3806295275929,0.9776698388873947,0.6214891762490686
r0_127_100.jpg,0.4132572993116183,525.8020400979424,0.977480149680704,0.6259336009901371
r0_131_100.jpg,0.4121058913836249,497.91729848994476,0.9785374889562138,0.6222084579078007
r0_135_100.jpg,0.40796318925450675,502.5923599632645,0.9782461217922186,0.6173703126338753
r0_139_100.jpg,0.40227466638833376,500.31483522089127,0.9781732927616508,0.6151404657700215
r0_143_100.jpg,0.40435562846975803,504.54340654014345,0.9778652823010466,0.609782267014547
r0_147_100.jpg,0.4087152298774563,508.3625431078416,0.9775620460114862,0.6101528158498029
r0_151_100.jpg,0.3915863337119504,509.0219538822512,0.9772427848795648,0.5988316351007219
r0_155_100.jpg,0.38542576611837204,497.50268059380977,0.9774915265320268,0.5904405586900777
grayscale_r0_103_100.jpg,0.3494627676883073,586.2256864095393,0.9755751757666467,0.5887886746253306
grayscale_r0_107_100.jpg,0.3517964796401188,544.8709733700546,0.9771536163382102,0.5829820447613119
grayscale_r0_111_100.jpg,0.35944064794645175,528.2247150800856,0.9777514339262435,0.5864332678121925
grayscale_r0_115_100.jpg,0.36382125135961335,528.7472265585068,0.9776394515603024,0.5916980223242692
grayscale_r0_119_100.jpg,0.36133673113224307,515.2917771145746,0.9781408431951069,0.5903198628393621
grayscale_r0_11_100.jpg,0.28105058062629473,528.0810664727957,0.9772641189437217,0.5653539057606904
grayscale_r0_123_100.jpg,0.3686253662574788,525.2569043975038,0.9776104913683521,0.5923657331216737
grayscale_r0_127_100.jpg,0.3697155979790657,526.8885728497019,0.9774068091764256,0.5915786053570498
grayscale_r0_131_100.jpg,0.3660093331763834,498.2671684011781,0.9784977469527996,0.5864967767264285
grayscale_r0_135_100.jpg,0.3674100798548582,503.0471525864657,0.9782040797307634,0.583261588779145
grayscale_r0_139_100.jpg,0.360637496387048,500.0020770839647,0.9781623539190565,0.5821049042711992
grayscale_r0_143_100.jpg,0.35706484561679597,505.4354374553558,0.9778017992299551,0.5729797287419844
grayscale_r0_147_100.jpg,0.35802174655647867,508.6396706968618,0.9775213209586955,0.5698829055869394
grayscale_r0_151_100.jpg,0.34158075975971913,509.1589340373368,0.9772102628445534,0.5587010679719382
grayscale_r0_155_100.jpg,0.33608000687519185,499.054415365771,0.9773978403741357,0.5554313386828074
